author,score,date,content,text_length,days_since_release,tfidf_mean,tfidf_max,tfidf_nnz
unknown,10.0,2024-06-11,Best movie I have seen in a long time,37,746,0.0028627137920264317,0.4673270679547462,9
Leroy P,10.0,2024-06-10,"Incredible viewing, you really felt you were in the cockpit feeling what the pilots were going through",102,745,0.0028002423991031937,0.42886318120683914,8
Rebecca D,10.0,2024-06-10,"This is the best movie in the world. I watched this movie before the original Top Gun, but still. Tom Cruise does amazing in his role as Maverick.",146,745,0.004047409268893217,0.3387827761312483,18
Matthew S,8.0,2024-06-10,"Great special effects, Tom was good as the aging top gun educating the new generation. Casting just so so.",106,745,0.0031752137472614616,0.3961453192116607,11
Frank F,10.0,2024-06-10,Fantastic movie and great way to followup the original. Excitement all the way and a proper continuation of the story rather than all of the terrible reboots we get these days.,176,745,0.003264847583917709,0.44159293406215455,12
Denis B,10.0,2024-06-09,Must see perfect balance of planes and glorious acting.,55,744,0.002186810700975534,0.5321906183164165,5
David C,10.0,2024-06-08,"A near perfect film. This film is not only better than the original film, it makes the first film better. So often sequels destroy the progression of the protagonist to give them new challenges, this film adeptly avoided this pitfall. Top Gun: Maverick is the benchmark of what a sequel ought to be. Special Effects, are top notch. The Tomcat, the SU-57 and the CG F-18s looked real and blended seamlessly with the practical aircraft used in the filming.  The Darkstar was absolutely believable. That being said the story is top notch. We really feel these characters are believable. And the use of the Hero's Journey make the film hit home with authority. Hollywood take note: we don't want more sequels, we want more GOOD sequels. Second to none, great film. The archetype of what a sequel ought to be!",804,743,0.006090654000156223,0.45769997420301534,47
Stan K,10.0,2024-06-08,"I confess to thinking this was going to be a horrible film when previews were first shown. I thought someone in Hollywood was pandering to GenX and phoning it in to get some quick bucks off us. I could not have been more wrong.

The action sequences exceeded the original, the pacing was excellent, the story was good.

Like Tom Cruise or hate him, he truly exposed us to many facets of his character which the younger version didn't face. It is easy to see how his character became (or stayed) who he was at this point, and to even acknowledge a very subtle showing of the PTSD the traumatic event in the first film left on him.

Absolutely worth watching and re watching.",679,743,0.005487382704531622,0.3002820517244449,33
Alexis  G,10.0,2024-06-07,"Great plot, great acting!  The whole family will watch this over and over it was that great.",92,742,0.0025543268849775548,0.5367360018083183,7
unknown,10.0,2024-06-07,I had never seen Top Gun and my plan was just to wait until it hits Parmount+. But I heard so much hype for this movie that I decided I couldn’t wait. So on after watching the original I went and saw the sequel. I couldn’t believe how great it was. I was on the edge of my seat for most of the movie. They did and amazing job with the story. The plot was great and the characters were really well thought out. 10/10 would recommend.,432,742,0.005458802092372926,0.35474257273151405,34
Mislav K,10.0,2024-06-07,Straight forward action movie like they once were. Love it!,59,742,0.0024748867476286672,0.5581436288755514,7
Crom M,4.0,2024-06-07,"Did ai write this movie? 
I loved the original, but this movie is awful.",73,742,0.002913936755291615,0.4211270441815555,9
A S,6.0,2024-06-06,"It's a summer popcorn film, for sure. 

However, there is just so much Sci-Fi added to it that didn't need to be there... and some of the acting interactions with the supporting cast are quite contrived feeling.


It just didn't leave me with that Lovin' Feelin' that the first Top Gun did.",295,741,0.0035757317917823584,0.4589214479896406,14
Larry K,10.0,2024-06-03,I know everybody loved this but I was late to the party. This movie was unbelievably awesome. No other words.,109,738,0.0023244327546937176,0.5187415907192077,6
D S,10.0,2024-06-03,"Best action movie of the pandemic. Like actors have claimed, this movie literally saved movie theaters. If you did not see this movie in the theaters then I feel sorry for you. This movie was absolutely epic in IMAX. In 10 years they will show this movie in theaters again, unless they come out with another sequel. But Tom Cruise will be too old by then so probably not.",371,738,0.004498893225873848,0.5350491332070642,28
Yuki O,9.0,2024-06-01,2回見ました。迫力すごい。トムクルーズイケメン。,24,736,0.0,0.0,0
unknown,2.0,2024-05-30,"This movie was terrible 👎 it was cliché, predictable and LAME. Do not watch this movie if you wanna be bored out of your everloving mind🙄",137,734,0.0025924608815653836,0.4535149892685712,7
Felipe F,10.0,2024-05-28,Conseguiram passar por cima do Top Gun de 1986 e deixaram a história impecável.,79,732,0.0019238544815491623,0.5941772703078644,4
Kiah B,10.0,2024-05-25,"Stress inducing, but in a good way.",35,729,0.001398736101272456,0.8036960418432022,2
Brian H,10.0,2024-05-24,Fantastic movie. I absolutely love it. Probably will rewatch it 20 times throughout my life.,92,728,0.003359782785213789,0.3680119264361534,12
eraklis e,10.0,2024-05-22,"One of not the best second movie to a classic done, it’s so good it’s hard to choose what to put on between the original and this as it gives all the same feels. Total masterpiece",179,726,0.0031552415093509694,0.4142202414787346,11
Test T,9.0,2024-05-22,"I watched this on Blu Ray recently.  Just like the original 1986 Top Gun movie this film has some really impressive flight scenes and benefits hugely from Tom Cruise' charisma, but it also has filler scenes that only serve to lower the film's production costs and dumb down the experience during the first half.  Top Gun should be all about the flight school, the training filights and the mission - i.e. the really cool exciting stuff.  Every time I watch one of these movies I end up feeling frustrated by the filler.  The musical score is also a mixed offering this time around.  The music carried over from the original film was great, but I was not impressed by the two new songs featured as music videos on the disc.  The movie improves radically in the 1/3rd act where the action is intense and exhilerating to watch.  Over all, I think this movie is a big improvement on the original, because it has an better story with more action and less filler.  Highly recommended.",978,726,0.006801237646602335,0.4558938308402799,56
Idan Charles L,9.0,2024-05-22,"I haven't seen the first one, but this was really good",54,726,0.0023741404045428197,0.5069392166892634,6
unknown,10.0,2024-05-20,Better than the original in every way. Breathtaking cinematography and great character development paired with suspenseful action sequences make this one of the most re-watchable movies I think i've ever seen.,209,724,0.0045577989106060784,0.2895582673035627,22
Olly J,10.0,2024-05-19,"YES! Just YES!! It's one of the best films ever. Everything a film should be. You can just watch it again and again. It was worth the wait, and it's a Tom Cruise classic. The man is the legend.",193,723,0.0035360200516753766,0.5522962478624337,15
Peter S,10.0,2024-05-19,"What can I say? It's Tom Cruise and yep he did it again. It's cheesy, it's testosterone on steroids, it's action packed, good old fashioned movie magic! Enjoy!",159,723,0.0035584730982452174,0.3993374075863685,14
Polariss S,10.0,2024-05-19,Absolutely love Tom Cruise. Never in my life thought I would say this but it just might be better than the og for me.,117,723,0.0034576244632023153,0.3972532189273438,13
valentin o,10.0,2024-05-14,"I loved.
The whole movie is incredible, Tom Cruise was incredible and all good actors and the planes.
very happy and very exciting.
Top Gun's music is very good, very sad and very exciting.",192,718,0.0035236034313356522,0.4763315561825075,15
Vitoria F,6.0,2024-05-14,"All the plane scenes are simply stunning! I would give them six stars. Unfortunately, the rest of the film didn't measure up. 100% cliché story, already told in countless movies and which takes up a lot of this film's time.",223,718,0.004040334193648637,0.30322794439167067,17
James F,9.0,2024-05-13,Great film. Tom's put on the wings and can now fly like he runs. For me the aerial combat scenes was what this movie was all about. The intense gliding.,152,717,0.0032931801972564444,0.38855456787605747,12
Patrick F,9.0,2024-05-13,"This is not only a great reboot/sequel, it is also a great movie. It doesn't rest on nostalgia and fan service. It tells a new engaging story that intrinsically weaves nostalgia and fan service into this new and better story. Tom Cruise gave his best performance to date in this one. Bravo!",290,717,0.00461129436040313,0.38653793799003416,26
Andi K,10.0,2024-05-10,This is my favourite movie. There's even some this movie based missions in Microsoft Flight Simulator 2020.,107,714,0.0021936902857573513,0.5203313746229098,5
Jon R,1.0,2024-05-06,Parachuting out of jet going Mach 100 and then knocking on someone’s door?  This movie is the worst. If I could have given less than a half star I would have.,158,710,0.002911813654947226,0.40016294638386335,9
Bradley H,10.0,2024-05-05,Best movie in a really long time. Almost perfect!,49,709,0.002887520771289341,0.45986663290441676,9
Scott M,10.0,2024-05-05,"To seamlessly pick up Top Gun's plot 30+ years later takes amazing craft.  Appearance, pace, visuals and music very consistent with the flagship film.  Action scenes purposeful and exciting; TGM delivers in all aspects, a real masterpiece, if there is such a thing for a popcorn/bubblegum big budget blockbuster.",312,709,0.004886135271733256,0.25214452529627934,25
Fábio e,10.0,2024-05-04,Filme excelente. Execução espetacular 10/10,43,708,0.0016846787973266927,0.7495870978998053,3
Joel K,9.0,2024-05-02,This movie is the best sequel I ever seen.,42,706,0.0022609596678359427,0.6024168835173357,6
Carter C.,10.0,2024-05-01,"With undeniably hyper-thrilling flight scenes and performances more powerful than the original could ever be, Maverick has humor and emotion that’ll somehow make any viewer cry and cheer simultaneously.",202,705,0.003516887679047027,0.3473618575366946,13
Kyle M,7.0,2024-04-27,Serviceable action movie. Don't get the hype.,45,701,0.002101122819644735,0.6172541528922322,5
unknown,10.0,2024-04-27,This is literally one of the best movies that i watched in  my life,67,701,0.002560241644193959,0.5247388266409844,7
